文件,SHA256,课程,应读文字,音标,文字依据,状态,问题编号,说明,base.en 转写,tiny.en 转写,时长毫秒,起音毫秒,人工听审,审核人,审核日期,人工结论
lesson51/audio/it_s_always_warm_in_april_and_may_but_it_rains_sometimes.mp3,0e9117dd4df830c91013babb2761df3802d9b541b4c066fdc2cd751c84d7f324,lesson51,"It's always warm in April and May, but it rains sometimes.",,page-literal,初筛未提示文字差异,,只表示自动初筛没有文字差异；自然度、音色、词性变音和音标仍需人工听审。,"It's always warm in April and May, but it rains sometimes.",未做第二模型,5304,240,待逐条人工听审,,,
lesson51/audio/it_s_always_warm_in_september_and_october.mp3,a7ea00dadf0a7fcfaa1547a2bb85130ec5279bcd2894231db77aa1b68103b35d,lesson51,It's always warm in September and October.,,page-literal,初筛未提示文字差异,,只表示自动初筛没有文字差异；自然度、音色、词性变音和音标仍需人工听审。,It's always warm in September and October.,未做第二模型,4056,240,待逐条人工听审,,,
lesson51/audio/it_s_often_cold_in_december_january_and_february.mp3,a1b1d8c389c98639d0103de13fb168b10f3fca464e239ff63309938756e23b1a,lesson51,"It's often cold in December, January and February.",,page-literal,初筛未提示文字差异,,只表示自动初筛没有文字差异；自然度、音色、词性变音和音标仍需人工听审。,"It's often cold in December, January and February.",未做第二模型,5088,240,待逐条人工听审,,,
lesson51/audio/it_s_often_cold_in_november_and_it_rains_sometimes.mp3,bd69d7219b4df61f26c341185d6d9676f4a00d70f2c3b40764923bb8739a414c,lesson51,It's often cold in November and it rains sometimes.,,page-literal,初筛未提示文字差异,,只表示自动初筛没有文字差异；自然度、音色、词性变音和音标仍需人工听审。,It's often cold in November and it rains sometimes.,未做第二模型,4704,240,待逐条人工听审,,,
lesson51/audio/it_s_often_windy_in_march.mp3,e88344d680846d5d22eca69ea867343daf8f275254799d3369ad3584f0a307f0,lesson51,It's often windy in March.,,page-literal,初筛未提示文字差异,,只表示自动初筛没有文字差异；自然度、音色、词性变音和音标仍需人工听审。,It's often windy in March.,未做第二模型,2832,240,待逐条人工听审,,,
lesson51/audio/it_s_very_pleasant.mp3,494e33c1976b6e2735183b333dfa893e44e5048341862fb5a0ab18445d19181b,lesson51,It's very pleasant.,,page-literal,初筛未提示文字差异,,只表示自动初筛没有文字差异；自然度、音色、词性变音和音标仍需人工听审。,It's very pleasant.,未做第二模型,2328,250,待逐条人工听审,,,
lesson51/audio/its_always_hot_in_july.mp3,69378ceeec28309d6747c022e5635cdff7651bf54272c2864f6b698053a2eb60,lesson51,its always hot in july,,filename-inferred,初筛未提示文字差异,,只表示自动初筛没有文字差异；自然度、音色、词性变音和音标仍需人工听审。,It's always hot in July.,未做第二模型,2160,200,待逐条人工听审,,,
lesson51/audio/its_often_cold_in_november.mp3,4e3f5dcd3b6873b54c39aa4c49b481d3d8bb8ee2db2fd173874872807ea04890,lesson51,its often cold in november,,filename-inferred,初筛未提示文字差异,,只表示自动初筛没有文字差异；自然度、音色、词性变音和音标仍需人工听审。,It's often cold in November.,未做第二模型,2376,200,待逐条人工听审,,,
lesson51/audio/january.mp3,03d8dc2bba2cc015bdcd51ae8f67bd22cf6f5bc337a24ba7d028da416a97fc3a,lesson51,January,,page-literal,初筛未提示文字差异,,只表示自动初筛没有文字差异；自然度、音色、词性变音和音标仍需人工听审。,January,未做第二模型,1776,220,待逐条人工听审,,,
lesson51/audio/july.mp3,f87e657a5b57d8d6f28e1010b90b87db3c94517da0c15e93c0b18f7336093fbb,lesson51,July,,page-literal,初筛未提示文字差异,,只表示自动初筛没有文字差异；自然度、音色、词性变音和音标仍需人工听审。,July,未做第二模型,1776,200,待逐条人工听审,,,
lesson51/audio/june.mp3,66296c62c0560d3fe5b748a4e05868ad9bc4d0c14d11b6fb01b2059d4947702a,lesson51,June,,page-literal,初筛未提示文字差异,,只表示自动初筛没有文字差异；自然度、音色、词性变音和音标仍需人工听审。,June.,未做第二模型,1776,200,待逐条人工听审,,,
lesson51/audio/march.mp3,e2eceb711c2376beaf295b02482d3e6d537419932509d7d71d49888fe96c1ef7,lesson51,March,,page-literal,初筛未提示文字差异,,只表示自动初筛没有文字差异；自然度、音色、词性变音和音标仍需人工听审。,March.,未做第二模型,1776,190,待逐条人工听审,,,
lesson51/audio/may.mp3,411dd00e6bfba370306a66f401c9367ccb7a4f38fc693156344a4d78989972cf,lesson51,May,,page-literal,初筛未提示文字差异,,只表示自动初筛没有文字差异；自然度、音色、词性变音和音标仍需人工听审。,May,未做第二模型,1776,230,待逐条人工听审,,,
lesson51/audio/november.mp3,4dfe820d40034cc08ff6332e6bda182fe4e03ce7c22ac814f2e102121ae82cac,lesson51,November,,page-literal,初筛未提示文字差异,,只表示自动初筛没有文字差异；自然度、音色、词性变音和音标仍需人工听审。,November,未做第二模型,1776,260,待逐条人工听审,,,
lesson51/audio/october.mp3,afab3f77551958ff660505cee32ac01608af2d4d68af078bedfefffb0a63c650,lesson51,October,,page-literal,初筛未提示文字差异,,只表示自动初筛没有文字差异；自然度、音色、词性变音和音标仍需人工听审。,October,未做第二模型,1776,250,待逐条人工听审,,,
lesson51/audio/pleasant.mp3,b95638873b6f667c7fe26d3ed26fa185f33977a0136738ac77867c918583ebb3,lesson51,pleasant,,page-literal,初筛未提示文字差异,,只表示自动初筛没有文字差异；自然度、音色、词性变音和音标仍需人工听审。,Pleasant.,未做第二模型,1776,210,待逐条人工听审,,,
lesson51/audio/rain.mp3,fa9d70bccdeef335b8d48e85e550c0c8b6024f88f013354d127a4318cc0992e2,lesson51,rain,,page-literal,初筛未提示文字差异,,只表示自动初筛没有文字差异；自然度、音色、词性变音和音标仍需人工听审。,Rain.,未做第二模型,1776,190,待逐条人工听审,,,
lesson51/audio/september.mp3,e2fbbf1023aafa8f080e16f6bd90a3575130c0017f834fa50c31ec2077edae19,lesson51,September,,page-literal,初筛未提示文字差异,,只表示自动初筛没有文字差异；自然度、音色、词性变音和音标仍需人工听审。,September,未做第二模型,1776,260,待逐条人工听审,,,
lesson51/audio/snow.mp3,d9a9ce4dac72f07c2cdeaf238f79b49d296995970f2f6ad36594b290b9e00a5c,lesson51,snow,,page-literal,初筛未提示文字差异,,只表示自动初筛没有文字差异；自然度、音色、词性变音和音标仍需人工听审。,Snow,未做第二模型,1776,200,待逐条人工听审,,,
lesson51/audio/sometimes.mp3,184481b6e994e68d5be4b853b955ba279cada743c76386a396622ff825d81600,lesson51,sometimes,,page-literal,初筛未提示文字差异,,只表示自动初筛没有文字差异；自然度、音色、词性变音和音标仍需人工听审。,Sometimes,未做第二模型,1776,210,待逐条人工听审,,,
lesson51/audio/spring.mp3,91d5ff5708eddb73cf7aeb26ea793477f2cabb6210ea0bdae2ee6bb8f82e87d3,lesson51,spring,,page-literal,初筛未提示文字差异,,只表示自动初筛没有文字差异；自然度、音色、词性变音和音标仍需人工听审。,spring,未做第二模型,1776,210,待逐条人工听审,,,
lesson51/audio/summer.mp3,43edfa57062c95f5d6c375cae1182f83f61e273a79d020c7f9e4bf16df50491e,lesson51,summer,,page-literal,初筛未提示文字差异,,只表示自动初筛没有文字差异；自然度、音色、词性变音和音标仍需人工听审。,summer,未做第二模型,1776,220,待逐条人工听审,,,
lesson51/audio/the_sun_shines_every_day.mp3,cf0184a740d7521e83c37ad6349ac649fafa648400256e50222770afae28cd8f,lesson51,The sun shines every day.,,page-literal,初筛未提示文字差异,,只表示自动初筛没有文字差异；自然度、音色、词性变音和音标仍需人工听审。,The sun shines every day.,未做第二模型,2904,310,待逐条人工听审,,,
lesson51/audio/weather.mp3,0ae0efc4d8dbea136357d5cbfacdc3c357f2b6e519a568cdd08a9a1773505054,lesson51,weather,,page-literal,初筛未提示文字差异,,只表示自动初筛没有文字差异；自然度、音色、词性变音和音标仍需人工听审。,weather,未做第二模型,1776,250,待逐条人工听审,,,
lesson51/audio/what_s_the_climate_like_in_your_country.mp3,89769b53f60fed3fd84f4dddec308c19aad01f4c00a8f20ce269acef11927d46,lesson51,What's the climate like in your country?,,page-literal,初筛未提示文字差异,,只表示自动初筛没有文字差异；自然度、音色、词性变音和音标仍需人工听审。,What's the climate like in your country?,未做第二模型,3624,300,待逐条人工听审,,,
lesson51/audio/what_s_the_weather_like_in_spring.mp3,ba520ce4f2950ca649cce85f447fffd85f88bc163b59c3fb7226239a79ecbf7a,lesson51,What's the weather like in spring?,,page-literal,初筛未提示文字差异,,只表示自动初筛没有文字差异；自然度、音色、词性变音和音标仍需人工听审。,What's the weather like in spring?,未做第二模型,3384,280,待逐条人工听审,,,
lesson51/audio/where_do_you_come_from.mp3,d8653738a01dab66d4484c4c157b74bb9d8cf23e738f1bfa5b71f81d5354a475,lesson51,Where do you come from?,,page-literal,初筛未提示文字差异,,只表示自动初筛没有文字差异；自然度、音色、词性变音和音标仍需人工听审。,Where do you come from?,未做第二模型,2664,310,待逐条人工听审,,,
lesson51/audio/windy.mp3,ebf2b3cdc035abf850ab591ef8b6f61e1daa80682aed4a73be0d9fc579aefeed,lesson51,windy,,page-literal,初筛未提示文字差异,,只表示自动初筛没有文字差异；自然度、音色、词性变音和音标仍需人工听审。,Windy,未做第二模型,1776,210,待逐条人工听审,,,
lesson51/audio/winter.mp3,97f5902201786d098286f65f5ed2c722e9cf9d1f71f87c43688da80f6fd13c71,lesson51,winter,,page-literal,初筛未提示文字差异,,只表示自动初筛没有文字差异；自然度、音色、词性变音和音标仍需人工听审。,Winter,未做第二模型,1776,220,待逐条人工听审,,,
lesson52/audio/american.mp3,ca603dcccbf62c8af370788a9e0364a6af9bf4a096bf23eaf4a8a3f5d12ab8a4,lesson52,American,,page-literal,初筛未提示文字差异,,只表示自动初筛没有文字差异；自然度、音色、词性变音和音标仍需人工听审。,American,未做第二模型,1776,220,待逐条人工听审,,,
lesson52/audio/brazil.mp3,a6838b305591eddc59767f6af29a0b66de5bd16280dc4e280de2bafa3cef5dba,lesson52,Brazil,,page-literal,初筛未提示文字差异,,只表示自动初筛没有文字差异；自然度、音色、词性变音和音标仍需人工听审。,Brazil,未做第二模型,1776,230,待逐条人工听审,,,
lesson52/audio/brazilian.mp3,c79183c6baaeb54d7ff28aa0f5473154db2087278c29eff748f65dfff45fd790,lesson52,Brazilian,,page-literal,初筛未提示文字差异,,只表示自动初筛没有文字差异；自然度、音色、词性变音和音标仍需人工听审。,Brazilian,未做第二模型,1776,260,待逐条人工听审,,,
lesson52/audio/does_he_come_from_brazil.mp3,ef436d2b6de106e18c09ce1b2a3f1fdabddd69413cf90918c3ddf39c20b095a7,lesson52,Does he come from Brazil?,,rendered-page,初筛未提示文字差异,,只表示自动初筛没有文字差异；自然度、音色、词性变音和音标仍需人工听审。,Does he come from Brazil?,未做第二模型,2448,240,待逐条人工听审,,,
lesson52/audio/dutch.mp3,81c271e8991d67dd4c71485dbd38890ada3b00cf92c91ba8d1bca8af66242733,lesson52,Dutch,,page-literal,初筛未提示文字差异,,只表示自动初筛没有文字差异；自然度、音色、词性变音和音标仍需人工听审。,Dutch,未做第二模型,1776,200,待逐条人工听审,,,
lesson52/audio/england.mp3,2109a8e4d974d8826e9f15b48ac44624b4add07329c414862d167f2e506c8a5a,lesson52,England,,page-literal,初筛未提示文字差异,,只表示自动初筛没有文字差异；自然度、音色、词性变音和音标仍需人工听审。,England,未做第二模型,1776,220,待逐条人工听审,,,
lesson52/audio/english.mp3,41da69e8b37a9da8cff95604732130fa7de594faf8e2acc3367621d161256a93,lesson52,English,,page-literal,初筛未提示文字差异,,只表示自动初筛没有文字差异；自然度、音色、词性变音和音标仍需人工听审。,English.,未做第二模型,1776,260,待逐条人工听审,,,
lesson52/audio/france.mp3,3c37dd498c46639c25002e1cc29798cf058c1c935472b6db9d0393c9b4c0c1d9,lesson52,France,,page-literal,初筛未提示文字差异,,只表示自动初筛没有文字差异；自然度、音色、词性变音和音标仍需人工听审。,France.,未做第二模型,1776,240,待逐条人工听审,,,
lesson52/audio/french.mp3,30e36d471c50535d8ab0a334d0ee6bb1307d2c77e62c33a5b63cc6e902074937,lesson52,French,,page-literal,初筛未提示文字差异,,只表示自动初筛没有文字差异；自然度、音色、词性变音和音标仍需人工听审。,French,未做第二模型,1776,220,待逐条人工听审,,,
lesson52/audio/german.mp3,87430d72d451ad3dc3c738ed70d67e4f1b01c56723d663c3062cdc002eac66fd,lesson52,German,,page-literal,初筛未提示文字差异,,只表示自动初筛没有文字差异；自然度、音色、词性变音和音标仍需人工听审。,German,未做第二模型,1776,250,待逐条人工听审,,,
lesson52/audio/germany.mp3,ab884d3e27d0a75253b873b62e9868123a05b321f382b58f3c6bfee38c190efd,lesson52,Germany,,page-literal,初筛未提示文字差异,,只表示自动初筛没有文字差异；自然度、音色、词性变音和音标仍需人工听审。,Germany,未做第二模型,1776,240,待逐条人工听审,,,
lesson52/audio/greece.mp3,6c9a4056503d6885e260765aed1c75b06b34fc0a4c293a1bb600757a4cae1e48,lesson52,Greece,,page-literal,初筛未提示文字差异,,只表示自动初筛没有文字差异；自然度、音色、词性变音和音标仍需人工听审。,Greece,未做第二模型,1776,250,待逐条人工听审,,,
lesson52/audio/greek.mp3,cbf0398050fac8ac8c2d9667f7426e50cfe9fcf02e4b38708cea561ff0094750,lesson52,Greek,,page-literal,初筛未提示文字差异,,只表示自动初筛没有文字差异；自然度、音色、词性变音和音标仍需人工听审。,Greek,未做第二模型,1776,260,待逐条人工听审,,,
lesson52/audio/he_comes_from_brazil.mp3,b1d282e6d004cfa06f2dc044aa85a23a0903e128e65794290630a99f628c033f,lesson52,He comes from Brazil.,,rendered-page,初筛未提示文字差异,,只表示自动初筛没有文字差异；自然度、音色、词性变音和音标仍需人工听审。,He comes from Brazil.,未做第二模型,2328,270,待逐条人工听审,,,
lesson52/audio/he_comes_from_greece.mp3,b5f902fd6b88c6f9bd9e9fb432cf21fcc758eea0945a0977b337d6ec03b2bac3,lesson52,He comes from Greece.,,rendered-page,初筛未提示文字差异,,只表示自动初筛没有文字差异；自然度、音色、词性变音和音标仍需人工听审。,He comes from Greece.,未做第二模型,2328,280,待逐条人工听审,,,
lesson52/audio/he_comes_from_the_u_s_but_she_comes_from_england.mp3,c56b924ab6274b6984ab52a2d74a689bcf33f3179e096f363c774c7444a1940a,lesson52,"He comes from the U.S., but she comes from England.",,page-literal,初筛未提示文字差异,,只表示自动初筛没有文字差异；自然度、音色、词性变音和音标仍需人工听审。,"He comes from the US, but she comes from England.",未做第二模型,3936,290,待逐条人工听审,,,
lesson52/audio/he_s_american.mp3,b148be20e67eff37bcb1a22de36ff44e2b6cbcfdcd9b05f934f8d3d9d529216c,lesson52,he s american,,filename-inferred,初筛未提示文字差异,,只表示自动初筛没有文字差异；自然度、音色、词性变音和音标仍需人工听审。,He's American.,未做第二模型,2040,310,待逐条人工听审,,,
